Tipo,Qtd Chaves,Altura,Altura Esperada
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5619,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,5613,14,17
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,14,18
AVL,9071,14,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,14,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,14,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,14,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,9071,15,18
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,11,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,11,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,11,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,11,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,11,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,11,14
AVL,1488,11,14
AVL,1488,11,14
AVL,1488,12,14
AVL,1488,11,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,11,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,11,14
AVL,1488,11,14
AVL,1488,11,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,11,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,11,14
AVL,1488,11,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,11,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,11,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,11,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,11,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,11,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,11,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,11,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,1488,12,14
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,13,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,13,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,13,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,13,15
AVL,2261,13,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,13,15
AVL,2261,12,15
AVL,2261,13,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,13,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,13,15
AVL,2261,13,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,13,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,13,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,13,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,13,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,13,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,13,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,2261,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,1799,12,15
AVL,726,10,13
AVL,726,10,13
AVL,726,11,13
AVL,726,11,13
AVL,726,11,13
AVL,726,10,13
AVL,726,10,13
AVL,726,11,13
AVL,726,10,13
AVL,726,11,13
AVL,726,11,13
AVL,726,11,13
AVL,726,11,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,11,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,11,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,11,13
AVL,726,11,13
AVL,726,11,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,11,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,11,13
AVL,726,10,13
AVL,726,10,13
AVL,726,11,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,11,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,11,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,11,13
AVL,726,10,13
AVL,726,10,13
AVL,726,10,13
AVL,726,11,13
AVL,726,11,13
AVL,726,11,13
AVL,726,11,13
AVL,726,10,13
AVL,726,10,13
AVL,726,11,13
AVL,726,10,13
AVL,726,11,13
AVL,726,10,13
AVL,726,10,13
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,15,18
AVL,7271,15,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,15,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,15,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,7271,14,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
AVL,9450,15,18
